6MEHvFf1u6SdBr9iKI0y83eP0ej64u,1792700072
BkeKN0qpk6ZOpKTRrmEkeMvtk9rbeB,-1971060436
V5FE8JVmJIA8tg9gYBsYz8ITbVlvAu,1415348991
TRIYPnyPSpByojz4GTIZ8gTtfV7XqR,-1768253204
Ohgoh6GjttHQY8w3NmwUV82jFjtMa3,-1538852954
lqvM8t5e9eJQ9D7jCJGdUi8KsO7GJz,-542536293
YYJt9iMSeMgjKk7z1DsKU5olYKMU7v,-1283900269
XnYE6RCAKUrT9DUGMBnqxzNtBTO0cj,622922281
6669PQjCGMOoPxwXLDmdAk74UwOrVs,-63476075
iTazNa7sq45ALwLsC1xxhqZb6phwcM,1857053915
pbvdSFBUi3f16N1ZCJkn4v3ISAua4L,-1863188481
KcpMXSEq3MEcwlbEqlYiP9L5Fx9heH,1153525713
KQ7hwPCtqGa2w0fAs9UvviikCYBeFA,863404158
55fObvnhsMrIc0V8iELQTRSQ6t4MiH,-1627836742
esZsPlZdfoVlpfGAoQf190bTrLzUqz,182314105
6KVtHvXZ4RQJ808HxJs4k1DFpZ2C3k,-1052083985
NiwFTon1Ztz0t5l4vCmbtxe50QxjB6,1690348811
Z6CFJ4FpelUUH8cV0lPtm5NtDbA8vw,267981710
JzwRCmXC2KUOXHKzcKJuNy2dlrISvr,232298396
qmpdRVVOYZVg52g18gZHcJo0wFqMkT,-446641248
z4O8NXflOuwl0MC3b6lwW20wWwUfyG,-1216130033
uM3zHqInkvAnPSxLwbNiG3PWDw9pSZ,-794780888
3bFhxZHVsAKtdnbIFIdgBroKrUXkGI,-553067920
hxc9XOuESjvrSFGCrxsVQpeuyBgYpW,-1114453376
RnxAgnb31Chpybkue5nXhtF9OPutMZ,-779812411
0JTGvroSDpM3ROQhhd05DujsCTuJgI,1437355473
gDXjoHejfvoJm2cgHRvYwFH8q8y2Il,1412109358
A0g2TJQ7cxY23lIYIgWNB8mifLiEb3,-735944046
btjpmdDa2nCQzDspWb8pofVrt9wP0x,1444271197
RcNL60gG8ck7ja3TqbelyjIaK0oGST,1927300431
P3uwc5tPjCHmgNbsY7Noy7bYmzqDzi,-1465542791
nYRTC5n7M8ZmHe4ByfxPuqZ7SjaiVr,-504018723
XVCKHfJ9eQgZMMvWXIYTRRiHQkPiXp,-1255076657
9G9nJooglyi3P2mTBqrBmycNWXZvdj,-639651766
bk0B3OpAFDsxtuFCtnoC97duMgx5qs,460036815
EXBV1YO3FXQXZ9eWtLWdKWzHTv5QKP,1800271746
fdZcz2bGAXnrzo1jNDp3cg20NbotJ3,-387450452
2LEEuclPTXmuPUTbCOYMnlC6dLBtgp,-490330946
yXIXgdCEQCxirGWXOcRUkVzCycMVmZ,883976073
RG7cUQO6MPAYDch3xxFjmXVbgrxcwr,-795848525
yXGoahYPYZRgG6PQoE9KFoDp5iBKmJ,584150686
jRp37S0Vq8d8A5vGCoeCogGjUl6OwW,71783729
9L1iC1DxI6rVaPEOBZI2Bu4T0qFdis,-1882696603
AT7bvSIze2pw8A189UORBjTGP22yGn,1177218543
6IMHqnGpjnVYesJjZcmebfHfVwDVh1,-1850532883
mMVcJPeJBy8liIYCHPKHmNvG513pib,773461296
rzS4UfKwy7a9rGq0DW6BeIAKANJhi9,-208106871
Wpj7vpQXJE2kPB5ZWJOlxgoKVotoCs,480021897
