2amOGaGfKiRumRNLtg7egDmUrf6hMb,1061589401
OyKT4JdsYtjc8cwnRYho5eLd89Yrd0,-2036323707
CgBuXyWm8659lbyK2TPHmQvn9ur6o3,-432655992
tZQt4xUD36nL5lx1ernCcoGCtJgVGK,800713449
2tMxsVR2Z8kTaZipNIsIBUirOcZuoE,945045170
7iHchshGl4Me32FN04se7v27PJ0bg6,-128761793
WZyvlczsKtQyKJMcKY74H6QHK8ZleB,1531195480
8l2Gq4Ock876dg2Moq6sftAkrY9UPa,-264810616
YvFke8E3eEVRj00Z9Hq0gf3tvD2wKZ,1872828877
0SxXkgEfiqTuQpV500TPky9T4Qs8UD,1759977465
OqlAHGkyrlerbb8BfSWoo0ycKiXjKf,1272985779
mdMBgWK9z10yZXQOj5DpDIl7ZAyM4F,546458376
edasRiG9UYSVa46t3xK4srhbwSN5n5,917658354
myzwrvXy5oqhRudt9jz3yLWmtKiNMp,-449487135
WW4snBpfr4kq5mkBiUSPgJ3ZmWMY2c,-697253731
nW8pmXb2AYUyf2dN6QFs9K4Eu5fyLw,708793842
q4N3EPy0feCL1ISYQumiCwF02Plv5w,451126537
0VFTbn7y2yzTyQHe8Fd5RUItXmFnZN,580134737
wNA91JbGgwKR5WGIvrpNUzO0uxC5H3,-1360185096
KbaiiXwOpUEfEQG07QeZV4qdL8g5SH,-2019584251
igENWwWM0TPvXVkiPKfz1OKGQUiAVs,1180340985
sRKMhfDjaqCk6ZxBLbPz6nnoVpENz1,-704203698
h0XQhOdOAu03iMwqCwZLZCFygc6BUw,537163767
YHGsIu5VNkf7SJnK92dWIN4Id1xmZn,-158510274
9Kv9xOxzIzCw3qqnAxd1pe03gEE4lv,1776648514
8D1TB2YwM8BLgnyw3Oo9WD5QeMNqcx,-1904279946
WRFwWpZ2leolZfYfhA10sPVHNpU5Ow,169131966
6PnuW2WqMVFEn5UAelqVaDwgc1RO9W,-2132659450
wQOSGDbCX9CUrtwOCtTQmlzifZjna2,-603890996
OfvF22vfItEPbBDcFUGh4eym09Fyhm,1545562157
kphFQLUwMWBMZj4Y5DVFAM3sgL00jH,1846549902
gTzD267q3JcnhqKKH0yYkkzB5j130f,973981696
LQ58I9ctJdPRS87V60hHpK2OIaUSz0,-1714595039
1pNb9MTEbvEiyMgFaXf8r7xk4HbNKh,-1094940113
Q1vZxVZuPjPXrIOC91w3EMJRx4jC5h,1928819991
TQLHhCitaEtAYITlYAAd6cwiLwX5XJ,986869146
dzRtWsFHjfNOXefvm9tLAUCNyBd26k,-403207231
GZxjBVncjSE3ucZPHZ6CkOmLferQ95,1917360082
TIh6dwqfoGxCwc0AE3V4Kex7eVpDBd,-115294442
XFINGjndpaYnPjmNVK2GAGw4x9ikBM,-1482255911
mE7E6nUjerkHWww3gWwan6BJOMY4IZ,1138361248
XbeCWE6Cf3TUraUoCjdvHiTIxfGWDP,-612157847
3GrkiTnwbcpyWzCi4jh0cULARhIsHj,-1016673485
lrytGFspgS8FJKepKo7Fe13y4iPaQI,-443615777
NewdWPpTc4zeOiALZNzPgAGfJcPiMy,949321626
gJdW94IDbmHrvpQHyuRdT2GGTszevS,3335400
d2o0jFf6FvxbS51e1OKOPZmb9fCwOm,-1696312952
5Ocos4HJfX3RPdS8XoeX9xqMvsEEB9,-1549223467
mPAnAw0dFSfkDgD35yLB0wFdl7uJFD,1728090541
ok9UEakTwHgQEHBkjdZQCOg5X8xGsX,-582872532
lszB3vvIdwgcQy0MwX8uHy9RrEK0yU,-593444780
tYW4K49oF2MWMUUYJhCqgmmyeoOhOw,-327731141
P4w8E0wcK1y4n6x1O7PNSjUwdDxzfX,1637843680
5klwB8Z4NcQkzEqykPUtgNejFrTEvi,1464669968
PTpk1WlzcoZfMD1Dh49WMsh652RmbH,2086156361
dYdfwyeufkVRuhXeMjBMdkivPabN5W,491618514
JmcNSqP1y8VcnVrL2uK7XfCkeiQT6e,-281343048
fKMOELd167Kz7edGl71j9ftkf3czNl,837643370
k7YPyygXWyAH2eDFKDHXe9UGZt1lBS,1335847760
Fp0WzSwwpJCYMthMzgR2pYBfWiI8xa,-693754485
2Zi6CoLEMlV8rzMeJfol4aeHdw7jJx,-2098259281
7pVlV7stBOAPORgreZeqrhl8ysTFmR,1616016009
0LwfMTaIr3LTEC9b8ui8Ov73O2Kk8I,427749359
LEa7E1L6dwFexWJd5xK4SVr1WCEKPP,874313415
VoI8Ge71scWLezL74YEAplg38K9c60,1293457937
mHBVM6sQHqvkHAbHoq08ye1W9Wb1H1,-1929553973
BqYUvYVGwxvNB6kpr5AnqkMRDsJGu4,-740672081
AGMM2A6NXdTrqS3yemQYdejKdZjyhB,-1701131964
AlP7ltl61ARL2kx28HlKL5tFWa5CqD,-1517194730
8ZEvMmRVUuzK9gxSLJJt2oy6mau7Mn,-411340356
p9LGUNqVVl8j0iLM9Q7uWRut7CBE2J,766736557
